,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1997-08-01,2.34375,2.4166669845581055,2.25,2.4166669845581055,2.4166669845581055,3588000,AMZN,1.7050887,2.125,0.0,0.29166698455810547
1997-08-06,2.2083330154418945,2.3125,2.1875,2.25,2.25,1243200,AMZN,1.4432441,2.3177080154418945,0.0,-0.06770801544189453
1997-08-11,2.2916669845581055,2.3333330154418945,2.25,2.328125,2.328125,1239600,AMZN,1.0884116,2.3541669845581055,0.0,-0.02604198455810547
1997-08-14,2.1770830154418945,2.25,2.1197919845581055,2.15625,2.15625,1041600,AMZN,1.3359162,2.5,0.0,-0.34375
1997-08-21,2.1354169845581055,2.171875,2.0729169845581055,2.1145830154418945,2.1145830154418945,624000,AMZN,1.5356762,3.6874999999999996,0.0,-1.572916984558105
1997-08-29,2.3645830154418945,2.375,2.3229169845581055,2.3385419845581055,2.3385419845581055,722400,AMZN,1.3671529,4.5,0.0,-2.1614580154418945
1997-09-17,3.4583330154418945,3.5,3.3333330154418945,3.40625,3.40625,2607600,AMZN,2.1671379,4.0052080154418945,0.0,-0.5989580154418945
1997-09-24,4.6458330154418945,4.8125,4.2916669845581055,4.375,4.375,8200800,AMZN,0.47040036,3.9218749999999996,0.0,0.45312500000000044
1997-09-30,4.0,4.3489580154418945,3.8020830154418945,4.3385419845581055,4.3385419845581055,5254800,AMZN,5.9992633,4.4270830154418945,0.08854103088378906,0.0
1997-10-01,4.4375,4.5,3.9375,4.0208330154418945,4.0208330154418945,4999200,AMZN,3.8952794,4.5208330154418945,0.0,-0.5
1997-10-14,4.0625,4.1041669845581055,3.8333330154418945,3.9791669845581055,3.9791669845581055,1546800,AMZN,4.866289,4.9583330154418945,0.9791660308837891,0.0
1997-10-16,3.9791669845581055,3.9791669845581055,3.6041669845581055,3.625,3.625,3481200,AMZN,3.9025607,4.6614580154418945,1.0364580154418945,0.0
1997-10-17,3.6145830154418945,3.65625,3.5208330154418945,3.625,3.625,2534400,AMZN,2.4066389,4.4791669845581055,0.0,-0.8541669845581055
1997-11-03,5.21875,5.21875,4.9479169845581055,5.0729169845581055,5.0729169845581055,1999200,AMZN,4.6930413,4.2291669845581055,0.0,0.84375
1997-11-12,3.7760419845581055,4.1875,3.6666669845581055,3.7708330154418945,3.7708330154418945,8683200,AMZN,2.913598,4.5,0.0,-0.7291669845581055
1997-11-13,3.9479169845581055,3.96875,3.7708330154418945,3.859375,3.859375,4290000,AMZN,2.266629,4.59375,0.0,-0.734375
1997-11-24,4.375,4.4166669845581055,4.2291669845581055,4.2291669845581055,4.2291669845581055,2019600,AMZN,2.3761246,4.4583330154418945,0.0,-0.22916603088378906
1997-11-26,4.2395830154418945,4.4114580154418945,4.2395830154418945,4.2604169845581055,4.2604169845581055,1630800,AMZN,2.4782834,4.2916669845581055,0.0,-0.03125
1997-12-02,4.2604169845581055,4.3020830154418945,4.1770830154418945,4.234375,4.234375,1262400,AMZN,2.6376913,4.625,0.0,-0.390625
1997-12-29,4.5833330154418945,4.78125,4.53125,4.75,4.75,2552400,AMZN,4.08598,5.072916984558105,0.0,-0.3229169845581046
1998-01-05,4.8854169845581055,4.9375,4.7083330154418945,4.75,4.75,3590400,AMZN,2.9751267,4.75,0.0,0.0
1998-01-09,4.6666669845581055,4.6666669845581055,4.2291669845581055,4.2604169845581055,4.2604169845581055,6643200,AMZN,3.301835,5.1979169845581055,0.0,-0.9375
1998-01-13,4.34375,4.6666669845581055,4.3229169845581055,4.6458330154418945,4.6458330154418945,7321200,AMZN,3.33335,5.0625,0.0,-0.41666698455810547
1998-01-22,5.0729169845581055,5.2708330154418945,5.0208330154418945,5.1354169845581055,5.1354169845581055,9471600,AMZN,4.0350113,5.2604169845581055,0.0,-0.125
1998-01-27,4.8177080154418945,4.8645830154418945,4.6666669845581055,4.75,4.75,4104000,AMZN,2.448714,5.072916984558105,0.0,-0.3229169845581046
1998-02-06,4.9270830154418945,5.0208330154418945,4.875,4.90625,4.90625,2122800,AMZN,3.8373635,6.354166984558105,0.0,-1.4479169845581046
1998-02-18,5.1458330154418945,5.1458330154418945,5.0520830154418945,5.0729169845581055,5.0729169845581055,2971200,AMZN,4.699989,6.6354169845581055,0.0,-1.5625
1998-02-19,5.109375,5.2916669845581055,5.0833330154418945,5.2291669845581055,5.2291669845581055,4436400,AMZN,5.085947,6.541666984558105,0.0,-1.3124999999999991
1998-02-25,5.46875,5.5416669845581055,5.2604169845581055,5.4895830154418945,5.4895830154418945,6745200,AMZN,2.8821945,7.109374999999999,0.0,-1.6197919845581046
1998-02-27,6.0208330154418945,6.6354169845581055,5.984375,6.4166669845581055,6.4166669845581055,24706800,AMZN,4.1590695,7.0,0.0,-0.5833330154418945
1998-03-04,6.0,6.1875,5.8333330154418945,6.1197919845581055,6.1197919845581055,7314000,AMZN,4.2386622,6.807291984558105,0.0,-0.6874999999999991
1998-03-06,6.3020830154418945,6.4166669845581055,6.1458330154418945,6.3958330154418945,6.3958330154418945,5887200,AMZN,7.563383,7.0833330154418945,0.6875,0.0
1998-03-18,6.6041669845581055,7.1458330154418945,6.6041669845581055,7.109375,7.109375,13659600,AMZN,7.602346,7.3854169845581055,0.27604198455810547,0.0
1998-03-24,6.875,7.2291669845581055,6.875,7.0208330154418945,7.0208330154418945,5680800,AMZN,6.2851744,8.010416984558105,0.0,-0.9895839691162109
1998-03-30,7.15625,7.2916669845581055,7.09375,7.15625,7.15625,5500800,AMZN,3.297611,7.7552080154418945,0.0,-0.5989580154418945
1998-04-02,7.59375,8.0625,7.4791669845581055,7.921875,7.921875,16642800,AMZN,7.4996314,7.072916984558105,0.0,0.8489580154418954
1998-04-08,7.1979169845581055,7.4791669845581055,7.125,7.3854169845581055,7.3854169845581055,11314800,AMZN,6.7738476,7.645833015441895,0.0,-0.26041603088378995
1998-04-13,7.90625,8.020833015441895,7.6666669845581055,7.859375,7.859375,10980000,AMZN,6.1306577,7.9375,0.0,-0.078125
1998-04-15,8.166666984558105,8.333333015441895,7.875,8.010416984558105,8.010416984558105,11192400,AMZN,4.739174,7.53125,0.0,0.47916698455810547
1998-04-28,7.7395830154418945,8.291666984558105,7.421875,7.96875,7.96875,69594000,AMZN,13.113478,7.53125,-0.4375,0.0
1998-04-29,8.104166984558105,8.21875,7.8020830154418945,7.9583330154418945,7.9583330154418945,31657200,AMZN,6.583147,7.3854169845581055,0.0,0.5729160308837891
1998-05-01,7.7291669845581055,7.9270830154418945,7.5416669845581055,7.875,7.875,9307200,AMZN,-4.239079,7.166666984558105,0.0,0.7083330154418954
